id,name,city,postal_code,department,latitude,longitude,status
d015cc66-c589-4b73-b84d-3fe0e798973e,Golf du Château d'Humières,Monchy-Humières,60113,60,49.46986000,2.74129000,corrected
e9cc7da5-f02b-4045-836f-998e5f48f3f8,Golf du Château de Raray,Raray,60810,60,49.26003000,2.71220000,corrected
72d4a7ab-9750-47ab-af8e-0515665249ba,Golf de Chantilly,Vineuil-Saint-Firmin,60500,60,49.20837400,2.48630500,corrected
a81be51a-c7ce-4f89-8ac5-ff20897993ce,UGOLF Forêt de Chantilly,Vineuil-Saint-Firmin,60500,60,49.20133600,2.48984300,corrected
9c1da318-54af-4a8d-be22-d49297808b65,Golf Flers Le Houlme,La Selle-la-Forge,61100,61,48.73196700,-0.54345660,verified
f8dc852d-9dc5-41e4-9aa2-c9c97d3ff045,Golf de Bellême,Saint-Martin-du-Vieux-Bellême,61130,61,48.36944920,0.55517970,verified
9dd71eeb-8736-4861-bc82-3ab5122a13fd,Golf du Touquet,Le Touquet-Paris-Plage,62520,62,50.52425500,1.58684400,corrected
5ef6b9bf-70d3-4f32-aacd-4184f7ac5608,Golf d'Hardelot,Neufchâtel-Hardelot,62152,62,50.63827940,1.60324540,verified
8c3f96f2-696d-4104-aca1-49dc1bd52c42,Golf de Wimereux,,62930,62,50.76102200,1.60846300,corrected
8e5f2f1c-72e3-42bd-848e-353157c2b783,Golf du Val d'Auzon,Le Crest,63450,63,45.69680920,3.15220520,verified
324864df-c70c-4050-8856-fcc4d01498ba,Golf des Volcans,Orcines,63870,63,45.78714620,2.98874460,verified
3b206f89-62d4-4a7f-9c91-717a700b4a4b,Golf de Royat-Charade,Royat,63130,63,45.74948120,3.02965370,verified
3fdb5c05-c065-4f6d-be8d-2c31740d46e0,Golf de Chiberta,Anglet,64600,64,43.51311710,-1.52442980,verified
3e630a47-99b6-4e06-bca5-3e63f3fa0fca,Golf d'Arcangues,Arcangues,64200,64,43.43722650,-1.52845410,verified
5ca835d1-e19e-4dcb-b399-9e1a9903f787,Golf Bluegreen Pau-Artiguelouve,Artiguelouve,64230,64,43.317000,-0.476000,corrected
f489047a-db77-47a3-9865-542a79d62ff5,Golf de Makila,Bassussarry,64200,64,43.44161220,-1.48965750,verified
a461ebb1-539b-425c-9689-dbce3483381d,Golf de Biarritz le Phare,Biarritz,64200,64,43.49105460,-1.54465630,verified
b23e63e8-a7fc-4677-ba44-41944a2322b1,Pau Golf Club 1856,Billère,64140,64,43.29636730,-0.39329000,verified
db8934c4-c04a-485c-9dfd-792fbcaec873,Golf de Salies-de-Béarn,Salies-de-Béarn,64270,64,43.47326230,-0.91522370,verified
8c87b108-2fa8-4191-99cf-99f9110996ef,Golf d'Epherra,Souraïde,64250,64,43.36317820,-1.48438330,verified
